season,holiday,workingday,weather,temp,humidity,windspeed,count,hour,month,day_of_week,year
1.0,0.0,0.0,1.0,10.66,44.0,22.0028,31.0,21.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,9.84,44.0,19.9995,9.0,22.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,9.02,47.0,11.0014,8.0,23.0,1.0,6.0,2011.0
1.0,0.0,1.0,1.0,9.02,44.0,23.9994,5.0,0.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,44.0,27.9993,2.0,1.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,6.56,47.0,26.0027,1.0,4.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,6.56,47.0,19.0012,3.0,5.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,50.0,26.0027,30.0,6.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,50.0,12.998,64.0,7.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,50.0,19.0012,154.0,8.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,6.56,43.0,26.0027,88.0,9.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,7.38,43.0,16.9979,44.0,10.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,40.0,22.0028,51.0,11.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,9.02,35.0,19.9995,61.0,12.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,9.84,35.0,19.0012,61.0,13.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,10.66,30.0,19.0012,77.0,14.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,10.66,30.0,16.9979,72.0,15.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,10.66,30.0,16.9979,76.0,16.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,9.84,30.0,15.0013,157.0,17.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,9.84,32.0,7.0015,157.0,18.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,0.0,110.0,19.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,7.0015,52.0,20.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,7.38,64.0,8.9981,52.0,21.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,69.0,8.9981,20.0,22.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,7.38,55.0,7.0015,12.0,23.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,6.56,55.0,7.0015,5.0,0.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,6.56,59.0,7.0015,2.0,1.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,5.74,63.0,8.9981,1.0,2.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,5.74,63.0,6.0032,2.0,4.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,4.92,68.0,7.0015,4.0,5.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,4.92,74.0,7.0015,36.0,6.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,4.92,74.0,8.9981,94.0,7.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,5.74,69.0,11.0014,179.0,8.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,6.56,64.0,15.0013,100.0,9.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,69.0,22.0028,42.0,10.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.02,51.0,19.9995,57.0,11.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.02,51.0,11.0014,78.0,12.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.84,56.0,12.998,97.0,13.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,10.66,52.0,15.0013,63.0,14.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,11.48,52.0,16.9979,65.0,15.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,12.3,49.0,16.9979,83.0,16.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,11.48,48.0,15.0013,212.0,17.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,10.66,48.0,12.998,182.0,18.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.84,48.0,7.0015,112.0,19.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.84,48.0,7.0015,54.0,20.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.02,64.0,0.0,48.0,21.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,9.02,64.0,6.0032,35.0,22.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,8.2,69.0,6.0032,11.0,23.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,8.2,64.0,0.0,6.0,0.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,74.0,6.0032,6.0,1.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,74.0,6.0032,2.0,2.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.84,48.0,15.0013,2.0,4.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.02,47.0,11.0014,3.0,5.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,15.0013,33.0,6.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,7.38,43.0,12.998,88.0,7.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,40.0,19.9995,195.0,8.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.02,37.0,22.0028,115.0,9.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.02,37.0,22.0028,57.0,10.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,10.66,33.0,22.0028,46.0,11.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,10.66,33.0,22.0028,79.0,12.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,11.48,30.0,19.9995,71.0,13.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,12.3,28.0,12.998,62.0,14.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,12.3,28.0,12.998,62.0,15.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,12.3,28.0,6.0032,89.0,16.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.84,38.0,12.998,190.0,17.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.84,38.0,8.9981,169.0,18.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.84,38.0,7.0015,132.0,19.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.02,47.0,11.0014,89.0,20.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,51.0,12.998,43.0,21.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,7.38,55.0,8.9981,42.0,22.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,0.0,19.0,23.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,7.38,55.0,0.0,11.0,0.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,6.56,64.0,0.0,4.0,1.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,6.56,64.0,0.0,2.0,2.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,6.56,64.0,6.0032,1.0,4.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,5.74,69.0,6.0032,4.0,5.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,5.74,63.0,7.0015,36.0,6.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,6.56,59.0,0.0,95.0,7.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,6.56,59.0,0.0,219.0,8.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,7.38,51.0,0.0,122.0,9.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,0.0,45.0,10.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,9.02,44.0,6.0032,59.0,11.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,10.66,35.0,0.0,84.0,12.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,10.66,35.0,7.0015,67.0,13.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,11.48,36.0,11.0014,70.0,14.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,11.48,36.0,0.0,62.0,15.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,10.66,38.0,11.0014,86.0,16.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,9.02,51.0,11.0014,172.0,17.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,9.02,51.0,8.9981,163.0,18.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,9.02,55.0,6.0032,112.0,19.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,8.2,51.0,11.0014,69.0,20.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,9.02,55.0,15.0013,48.0,21.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,9.02,51.0,19.0012,52.0,22.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,8.2,59.0,12.998,23.0,23.0,1.0,3.0,2011.0
1.0,0.0,1.0,2.0,8.2,64.0,12.998,17.0,0.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,69.0,15.0013,7.0,1.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,69.0,15.0013,1.0,2.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,69.0,8.9981,1.0,4.0,1.0,4.0,2011.0
1.0,0.0,1.0,3.0,9.02,55.0,0.0,5.0,5.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,69.0,0.0,34.0,6.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,8.2,69.0,8.9981,84.0,7.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,8.2,51.0,16.9979,210.0,8.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,19.9995,134.0,9.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,9.02,37.0,22.0028,63.0,10.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,40.0,15.0013,67.0,11.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,37.0,16.9979,59.0,12.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,37.0,19.0012,73.0,13.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,40.0,16.9979,50.0,14.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,37.0,11.0014,72.0,15.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,37.0,11.0014,87.0,16.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,8.2,37.0,0.0,187.0,17.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,8.2,40.0,6.0032,123.0,18.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,6.56,55.0,6.0032,95.0,19.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,7.38,47.0,7.0015,51.0,20.0,1.0,4.0,2011.0
1.0,0.0,1.0,1.0,7.38,47.0,8.9981,39.0,21.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,7.38,43.0,11.0014,36.0,22.0,1.0,4.0,2011.0
1.0,0.0,1.0,2.0,7.38,51.0,11.0014,15.0,23.0,1.0,4.0,2011.0
1.0,0.0,0.0,2.0,7.38,51.0,11.0014,25.0,0.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,7.38,55.0,6.0032,16.0,1.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,7.38,55.0,0.0,16.0,2.0,1.0,5.0,2011.0
1.0,0.0,0.0,3.0,7.38,55.0,11.0014,7.0,3.0,1.0,5.0,2011.0
1.0,0.0,0.0,3.0,7.38,55.0,11.0014,1.0,4.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,6.56,74.0,11.0014,5.0,5.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,6.56,74.0,11.0014,2.0,6.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,6.56,74.0,7.0015,9.0,7.0,1.0,5.0,2011.0
1.0,0.0,0.0,3.0,6.56,93.0,7.0015,15.0,8.0,1.0,5.0,2011.0
1.0,0.0,0.0,3.0,6.56,93.0,7.0015,20.0,9.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,7.38,80.0,11.0014,61.0,10.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,8.2,69.0,26.0027,62.0,11.0,1.0,5.0,2011.0
1.0,0.0,0.0,2.0,8.2,59.0,23.9994,98.0,12.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,8.2,44.0,22.0028,102.0,13.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,8.2,32.0,32.9975,95.0,14.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,8.2,32.0,30.0026,74.0,15.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,7.38,29.0,30.0026,76.0,16.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,6.56,37.0,36.9974,69.0,17.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,5.74,39.0,19.9995,55.0,18.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,5.74,36.0,16.9979,30.0,19.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,4.92,36.0,16.9979,28.0,20.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,4.92,39.0,23.9994,37.0,21.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,4.92,36.0,26.0027,34.0,22.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,4.1,39.0,30.0026,22.0,23.0,1.0,5.0,2011.0
1.0,0.0,0.0,1.0,4.1,42.0,26.0027,25.0,0.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.1,42.0,31.0009,12.0,1.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.1,46.0,31.0009,11.0,2.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.1,46.0,27.9993,4.0,3.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,3.28,53.0,12.998,1.0,4.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,3.28,53.0,12.998,1.0,5.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.1,49.0,19.0012,1.0,6.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,3.28,53.0,12.998,6.0,7.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.1,49.0,19.0012,10.0,8.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.92,46.0,35.0008,19.0,9.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,5.74,43.0,26.0027,49.0,10.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,6.56,40.0,35.0008,49.0,11.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,7.38,37.0,30.0026,83.0,12.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,8.2,34.0,30.0026,75.0,13.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,9.02,32.0,31.0009,72.0,14.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,9.02,35.0,23.9994,82.0,15.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,8.2,34.0,30.0026,92.0,16.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,7.38,37.0,26.0027,62.0,17.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,6.56,40.0,22.0028,48.0,18.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,6.56,43.0,22.0028,41.0,19.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,5.74,46.0,16.9979,38.0,20.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,5.74,46.0,27.9993,20.0,21.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,5.74,46.0,19.9995,15.0,22.0,1.0,6.0,2011.0
1.0,0.0,0.0,1.0,4.92,50.0,12.998,6.0,23.0,1.0,6.0,2011.0
1.0,0.0,1.0,1.0,4.92,50.0,19.0012,5.0,0.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.92,50.0,19.0012,1.0,1.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.92,50.0,15.0013,3.0,2.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.92,50.0,15.0013,1.0,3.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.1,54.0,8.9981,3.0,4.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.1,54.0,16.9979,3.0,5.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.92,50.0,19.0012,31.0,6.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,4.92,50.0,15.0013,77.0,7.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,4.92,50.0,19.0012,188.0,8.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,5.74,50.0,16.9979,94.0,9.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,5.74,50.0,19.9995,31.0,10.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,6.56,47.0,19.0012,30.0,11.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,8.2,40.0,19.0012,52.0,12.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,8.2,40.0,19.0012,54.0,13.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,8.2,40.0,15.0013,47.0,14.0,1.0,0.0,2011.0
1.0,0.0,1.0,2.0,8.2,40.0,15.0013,45.0,15.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,40.0,8.9981,74.0,16.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,40.0,7.0015,178.0,17.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,8.2,40.0,15.0013,155.0,18.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,6.56,47.0,11.0014,95.0,19.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,6.56,50.0,11.0014,74.0,20.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,12.998,38.0,21.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,11.0014,24.0,22.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,11.0014,18.0,23.0,1.0,0.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,7.0015,12.0,0.0,1.0,1.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,11.0014,3.0,1.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,55.0,12.998,3.0,2.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,55.0,8.9981,6.0,5.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,55.0,8.9981,27.0,6.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,55.0,0.0,99.0,7.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,7.38,51.0,6.0032,217.0,8.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,7.38,51.0,11.0014,130.0,9.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,8.2,51.0,11.0014,54.0,10.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,8.2,47.0,8.9981,35.0,11.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,8.2,51.0,7.0015,57.0,12.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,8.2,59.0,6.0032,52.0,13.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,8.2,59.0,6.0032,63.0,14.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,80.0,6.0032,47.0,15.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,86.0,15.0013,76.0,16.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,86.0,15.0013,136.0,17.0,1.0,1.0,2011.0
1.0,0.0,1.0,3.0,6.56,93.0,7.0015,95.0,18.0,1.0,1.0,2011.0
1.0,0.0,1.0,3.0,6.56,93.0,0.0,51.0,19.0,1.0,1.0,2011.0
1.0,0.0,1.0,3.0,6.56,93.0,12.998,32.0,20.0,1.0,1.0,2011.0
1.0,0.0,1.0,3.0,6.56,86.0,6.0032,20.0,21.0,1.0,1.0,2011.0
1.0,0.0,1.0,3.0,6.56,93.0,7.0015,29.0,22.0,1.0,1.0,2011.0
1.0,0.0,1.0,3.0,6.56,93.0,6.0032,19.0,23.0,1.0,1.0,2011.0
1.0,0.0,1.0,2.0,6.56,86.0,6.0032,7.0,0.0,1.0,2.0,2011.0
1.0,0.0,1.0,2.0,6.56,86.0,7.0015,6.0,1.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,5.74,86.0,8.9981,1.0,2.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,5.74,86.0,11.0014,5.0,5.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,4.92,93.0,8.9981,16.0,6.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,5.74,69.0,8.9981,54.0,7.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,59.0,11.0014,128.0,8.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,59.0,22.0028,81.0,9.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,7.38,55.0,15.0013,39.0,10.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,51.0,26.0027,35.0,11.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,39.0007,55.0,12.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.02,44.0,23.9994,49.0,13.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,22.0028,44.0,14.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,27.9993,49.0,15.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,9.02,44.0,22.0028,68.0,16.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,23.9994,139.0,17.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,8.2,47.0,35.0008,137.0,18.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,7.38,47.0,27.9993,83.0,19.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,50.0,22.0028,56.0,20.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,55.0,22.0028,57.0,21.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,6.56,55.0,30.0026,33.0,22.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,27.9993,20.0,23.0,1.0,2.0,2011.0
1.0,0.0,1.0,1.0,5.74,59.0,19.0012,7.0,0.0,1.0,3.0,2011.0
1.0,0.0,1.0,1.0,5.74,50.0,19.0012,2.0,1.0,1.0,3.0,2011.0
